23
118
      0.000	    -70.507
      3.750	    -70.507
      7.500	    -70.507
     11.250	    -70.507
     15.000	    -70.507
     18.750	    -70.507
     22.500	    -70.507
     26.250	    -70.507
     30.000	    -70.507
     33.750	    -70.507
     37.500	    -70.507
     39.375	    -68.652
     41.250	    -66.797
     45.000	    -66.797
     48.750	    -66.797
     52.500	    -66.797
     56.250	    -66.797
     60.000	    -66.797
     63.750	    -66.797
     67.500	    -66.797
     69.375	    -68.652
     71.250	    -70.507
     75.000	    -70.507
     76.875	    -68.652
     78.750	    -66.797
     82.500	    -66.797
     86.250	    -66.797
     90.000	    -66.797
     93.750	    -66.797
     97.500	    -66.797
    101.250	    -66.797
    105.000	    -66.797
    108.750	    -66.797
    112.500	    -66.797
    116.250	    -66.797
    120.000	    -66.797
    123.750	    -66.797
    127.500	    -66.797
    131.250	    -66.797
    135.000	    -66.797
    138.750	    -66.797
    142.500	    -66.797
    146.250	    -66.797
    150.000	    -66.797
    151.875	    -68.652
    153.750	    -70.507
    157.500	    -70.507
    161.250	    -70.507
    165.000	    -70.507
    166.875	    -72.362
    165.000	    -74.216
    163.125	    -76.070
    165.000	    -77.924
    168.750	    -77.924
    172.500	    -77.924
    176.250	    -77.924
    180.000	    -77.924
    183.750	    -77.924
    187.500	    -77.924
    191.250	    -77.924
    195.000	    -77.924
    198.750	    -77.924
    202.500	    -77.924
    206.250	    -77.924
    210.000	    -77.924
    213.750	    -77.924
    215.625	    -76.070
    217.500	    -74.216
    221.250	    -74.216
    225.000	    -74.216
    228.750	    -74.216
    232.500	    -74.216
    236.250	    -74.216
    240.000	    -74.216
    243.750	    -74.216
    247.500	    -74.216
    251.250	    -74.216
    255.000	    -74.216
    258.750	    -74.216
    262.500	    -74.216
    266.250	    -74.216
    270.000	    -74.216
    273.750	    -74.216
    277.500	    -74.216
    281.250	    -74.216
    285.000	    -74.216
    286.875	    -72.362
    288.750	    -70.507
    290.625	    -68.652
    292.500	    -66.797
    294.375	    -64.942
    296.250	    -63.087
    300.000	    -63.087
    301.875	    -64.942
    300.000	    -66.797
    298.125	    -68.652
    298.125	    -72.362
    296.250	    -74.216
    294.375	    -76.070
    296.250	    -77.924
    300.000	    -77.924
    303.750	    -77.924
    307.500	    -77.924
    311.250	    -77.924
    315.000	    -77.924
    318.750	    -77.924
    322.500	    -77.924
    326.250	    -77.924
    330.000	    -77.924
    333.750	    -77.924
    335.625	    -76.070
    337.500	    -74.216
    341.250	    -74.216
    345.000	    -74.216
    346.875	    -72.362
    348.750	    -70.507
    352.500	    -70.507
    356.250	    -70.507
195
      0.000	      7.422
      3.750	      7.422
      5.625	      5.567
      7.500	      3.711
      9.375	      1.856
      9.375	     -1.856
     11.250	     -3.711
     13.125	     -5.567
     13.125	     -9.278
     13.125	    -12.989
     13.125	    -16.700
     13.125	    -20.411
     13.125	    -24.122
